batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - REEKON Tools,,reekontools,641300,3864,105300,77600
1,1,Big Ole Facts - Jose Guapo,benetnicole,_b.enet,376600,1286,36200,1216
1,2,TEACH ME HOW TO DRILL - Lil Mabu & Fivio Foreign,"lilmabu, timotheechalamet, power, musicvideo, tomholland, hood",lilmabu,306400,720,18200,331
1,3,som original - 888,,pauferrarenn,1700000,3204,91200,2436
1,4,Everybody - Nicki Minaj,"puzzle, puzzletok, puzzlepickup, puzzlechallenge",maddellinneee,877100,1300,34600,4105
1,5,original sound - satya,"fyp%E3%82%B7%E3%82%9Aviral, tiktokkenya%F0%9F%87%B0%F0%9F%87%AA%F0%9F%87%B0%F0%9F%87%AA%F0%9F%87%B0%F0%9F%87%AA, funny",_makohngari,1800000,29400,129600,152400
1,6,my love mine all mine sped up - ✰,"justinbieber, haileybieber, biebervellitok, fyp",biebervelli,63200,135,3967,480
1,7,Where you are (Vocals only) - Halal Beats,"facts, factsyoudidntknow, learnontiktok, randomfacts, saveyourlife, curiosity",factsfromnez,8052,846,1374,6307
1,8,From Tha Back - lil.Eaarl,"fyp%E3%83%84, foryoupage, identicaltwins, dance",zaii623,1200000,2928,175500,7651
1,9,christmas ahh sound - ☆Tumpula☆,"cotondetulear, dogsoftiktok, cutedoglife",coton_kiwi,5700000,40500,509900,120100
2,0,original sound - SH7,"fyp, foryou, kids",editsbysh7,291400,2489,26900,8003
2,1,original sound - .kyliekings,"trylie, travisscott, kyliekings, thekardashians, kyliejenner, fyp, ky, kingkylie, jenners, stormi, stormiwebster, aire, airewebster",.kyliekings,193100,671,8242,145
2,2,original sound - alex,"@andrewemily16.official, @andrewemily2",andrewemily16,123900,865,3685,2823
2,3,nhạc nền - kax32476qxs,"beutifulgirl, game, fyp, foryou",kax32476qxs,4900000,17700,189100,90900
2,4,original sound - Matieloveta❤️❤️❤️,"finaldestination2, comedy",matieloveta2,654700,6180,53800,8603
2,5,RAHHHH (sped up) - alt!,,divksow,333500,1800,32500,6205
2,6,original sound - $,,brookemonk_,556100,672,33300,4861
2,7,Come Check This - FETISH,"lonelywoman%F0%9F%92%94%F0%9F%92%94, lonely, marriage, freewoman",cute.little.girl14,40200,41900,2553,534
2,8,original sound - Kirsten Johnson,"elf, elfontheshelf, elfmagic",unstoppablemother,577400,7188,59400,52300
2,9,original sound - The Rideshare Hub,,ridesharehub,42800,499,4617,289
2,10,original sound - Funny Videos Daily,"newsfails, funnynewsclips, newsbloopers",everything__funny,1900000,10500,162700,24400
2,11,GLE - praisezo,"praisezo, viral, chipotle, yeat, twizz",zoganda,79600,1062,7682,6987
2,12,original sound - Freddie Diaz,@burneer_,ninjaspinner.com,796300,1797,105500,9721
2,13,everyone using this sound - Zup,girlproblems,eduardtok,432000,7735,34400,23500
2,14,original sound - Lolo,"fyp, lolodee",thelolodee,37800,888,2254,589
2,15,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,@kaitlynkmiller,saidee.nelson0,135600,767,11800,194
2,16,Shelly duVALLLLLL xxXxxXxxXx - Lauv,,rileyhalfacre,60,4,0,0
2,17,Menace (Slowed + Reverb) - visioner.,@pattsielove,mpm0ney,99200,709,8564,1713
2,18,Pink Panther Intro - Henry Mancini,"cat, catlover, catsoftiktok, cutecat, pinkpanther",adreanvononlyfan1,2800000,20200,198800,101900
2,19,original sound - annabelle gesson,,annabellegesson,82300,1137,8074,334
2,20,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,,cornball2004,228500,177,10900,1035
2,21,original sound - SH7,"fyp, foryou, sh7gang, wife",editsbysh7,160600,580,9632,13400
2,22,오리지널 사운드 - NewJeans,"fyp, gym, diet, weightloss, fitness",pookieateacookie,35300,3234,4502,658
2,23,original sound - ALYSSA MCKAY,"kellishanayebare, nairah, model",nairah620,57500,218,1847,451
2,24,original sound - Jodie Waelchi,"selenagomez, haileybieber",jodiewaelchi,7893,153,434,25
