batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - Sweetpea 😍 Her,,glxxmike,3300000,19600,264600,89700
1,1,original sound - Collins Country,"2%F0%9F%A4%AF, diy, hometheater, basement, construction, basementrenovation, builder, dreamhome, renovation, homeimprovement, wow, goals, carpenter, interiordesign, buildit",collins.country,642300,10600,97500,93300
1,2,original sound - YSK Podcast 🎙️,"yskpodcast, youshouldknowpodcast",yskpodextra,362600,3654,23900,462
1,3,original sound - {♧♤Saige❤️‍🔥},%F0%9F%8E%80,whatupitssaige5,134,5,187,1
1,4,original sound - Dayquan & Arianna,"prankonboyfriend, piercingprank, fakenippiercing",dayandari,218100,619,14600,949
1,5,original sound - Nieka Richard,"@wockhardt03, principalrichard",niekarichard,8500000,107800,687800,129800
1,6,original sound - Funny,,baby_ok7,3100000,34500,377900,81200
1,7,original sound - allison,fyp,redhairgorl,150000,825,29100,2170
1,8,Creepy and simple horror background music(1070744) - howlingindicator,"foryou, disney, fyp%E3%82%B7, fyp",moviemistakesomg,729500,10600,59900,1538
1,9,big boy sza - normusreedus,"viral, foryou, fyp, pastorbelga, groenandael, perrostiktokers, zoldyckfamily",drakko_1710,6400000,60000,402700,129300
1,10,original sound - slspalace,"candaceowens, candacereacts, lilrt, children, rapping",sealspalace,145400,12000,32100,1633
1,11,original sound - ashley rose,,ashleyroseclips,15000,82,1485,6
2,0,original sound - ICE SPICE FAN,"@icespicee, icespice, icespicecult, icespiceperformance, scarlettour, icespiceisqueen, icespiceeedit, icespicefans, icespicefan, icespicebronx, trending",icespice_baddie1,78000,532,11800,689
2,1,original sound - TrainPal,"dogsoftiktok, fyp",nadaliaaaa,7900000,17900,342300,75600
2,2,original sound - OFF™,fyp,lelasohna,28000,290,7468,482
2,3,brian is the most beautiful - ❀,"viral, fyp, real, mentalhealth, relatable, sad, sadrelatable, imtired, mentalhospital",someone...idk7,1000000,0,68700,1576
2,4,origineel geluid - Mo_vdbb,"fyp, foryou, fy, foryoupage, foryourpage, viral, xyzbca, hair, hairstyle, men",mo__vdbb,506400,5512,47100,3838
2,5,UH THANKS FOR USING MY SOUND - ☆ Clyde / Luna ☆,,vera.jrr,237700,11100,23200,872
2,6,original sound - Meme_funs,,meme_funtoday,856000,5804,104300,21400
2,7,original sound - Aimzy,"funny, fyp, viral, skit",aimzygg,85800,175,14500,102
2,8,original sound - Julia,,krissymfkummins,2500000,21500,258500,132000
2,9,original sound - Dayquan & Arianna,,dayandari,225600,1291,23700,1522
2,10,original sound - 2wheeltony7 supreme,,2wheeltony7,3200000,32900,342700,144600
2,11,Wedding March to Circus Music - Robert Tolppi,,janicee.janicee,113000,667,5724,67
2,12,Hatachi no koi sped up - ;; Roger 🪐!,"therian, therianthropy, fyp, furry, therianmask, therianpride, theriantiktok",starrystar.x,62,7,10,1
