batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Storytelling - Adriel,"fyp, fortnite, gaming, trendiing, fortnitezerobuild, fortnitebr, fortnitememes, fortnitepro, camnutz",camnutz_,30500,447,2182,33
1,1,original sound - Ferizagui,"thanksgiving, bloating, dinner, wiead, thanksgivingdinner, intuitiveeating, fyp, healthy",toned_barbie,220500,323,8917,901
1,2,original sound - Jay,,diamantblazi,18300,432,1925,262
1,3,son original - prof.star,"test, professor, correction, school",prof.star,4300000,73700,317700,157900
1,4,original sound - ENTERTAINMENT 📺,"antisynthetasesyndrome, myositis, interstitiallungdisease",ericadeazsa,36200,759,626,97
1,5,original sound - Cheska Limson on Youtube,"magsinotwins, magsinosibs, fyp, siblings, zxycba",athenadsuperior,48100,9,4658,5545
1,6,My Love Mine All Mine - Mitski,"foryoupage, son, trending, viral, family",anxietycouple,355200,1063,21800,8613
1,7,original sound - emma,,choiemmaa,2400000,12200,144500,2638
1,8,original sound - josh,"dogtherian, cattherian, paleotherian, cladotherian, therian, therianthropy, cladotherianthropy, otherhearted, furry, furryfandom, furrytiktok",dittos.den,12100,598,3119,114
1,9,Yellow - Coldplay,"cancer, saybloodcancer, lymphoma, chemo, remission",aimothesmello,130900,2227,5891,1820
2,0,original sound - ayiah soufi 💗🪩,,ayiahsoufi_,155300,836,14000,1164
2,1,original sound - clips.theboondocks,,vera.jrr,734200,12200,49800,3659
2,2,Originalton - tm,"happyhouse, childabuseawareness",psych0pomps,12100,259,1622,87
2,3,original sound - Luminance Medical,"fy, foryou, fypage, foryoupage, you, fyp%E3%82%B7, fyp%E3%82%B7%E3%82%9Aviral, popular, drama, tiktokmademebuyit, xybca, redlight, skincareroutine, skincare, comedy, funny, eyebags, brighteyes",luminancered,15200,247,2144,81
2,4,Booty Meat - Sexyy Red,,typicalmisty,569400,1372,44000,997
2,5,original sound - saraphiah,,saraphiahm,3700000,6464,250600,16100
2,6,Sad Music - Max-Music,"sharingiscaring, fypppppppppppppp, foryou, love, sad",raisechildrenshomeug,41200,1366,1298,1467
2,7,orijinal ses - caner,"takelookmygirlfriend, fyp%E3%82%B7%E3%82%9Aviral, viralvideo, doratheexplorer, fyp%E3%82%B7%E3%82%9A, jayjay, foryoupage, fyp%E3%82%B7, rizz",lauren__jayden,1800000,30200,230300,60900
2,8,original sound - ᥫ᭡ omspxd,,emmablog0,70000,682,6986,166
2,9,Ick - Alt Ending - Lay Bankz,"hegavemetheew, makeuplover, trendingsound",krissleos,92700,1084,9410,639
2,10,Somewhere only we know - 01,"fyp, viral, pov, viraltiktok, parati, fy, trending",ayyysmokey,115300,173,4092,271
2,11,Cha Cha - ZEDDY WILL,"fyp, dredadancer",dre_da_dancer,21500,19400,2469,251
2,12,original sound - Jay,"diamantblazi, seckoff, kobeshoes",diamantblazi,187400,2438,13700,1409
2,13,original sound - Sanya,@lollyhairstore,itssanya.1,233800,2785,24200,233
2,14,original sound - It's Gone Viral,"truthordare, studentsbelike, schooldrama, schoolgossip",itsgoneviral,106000,683,7119,805
2,15,Left - Summer Version - iamB4,,jadelidamelio,344200,1577,35000,701
2,16,suara asli - Dezalyr.,"gymnasticstiktok, hard, foryoupage, like",gymnastic_ami49,231800,1910,15200,908
2,17,That's My Best Friend - Tokyo Vanity,,nevaaadaa,44100,454,4686,186
2,18,Boundless Worship - Josué Novais Piano Worship,fyp%E3%82%B7,theewilsons,268100,1284,15400,657
2,19,Where you are (Vocals only) - Halal Beats,"fyp, fyp%E3%82%B7, muslimah, muslimtiktoks, islam, revertmuslim, fy",lyndsayalz,180600,4125,8565,535
2,20,original sound - Zeyadeh Hetsler,"fyp, tiktok, tvshow",zeyadeh.hetsler,112600,186,8406,114
2,21,original sound - 🚭Levi🚬,"@johnnieguilbertreal, johnnieguilbert, jakewebber, timmy, thetinas, americasfavouriteladies, jakeandjohnnie, johnnieguilbertedit, jakewebbeeedit, johnnieguilbert",._w3bb3r,1400000,17400,136300,19500
2,22,original sound - $uicideboy$,,jaden.traub001,47100,206,3566,156
2,23,sonido original - alcarajopuntocom,@lightscamerabarstool,barstoolsports,449300,10800,48200,51100
2,24,original sound - Hazel and Capri,,hazelandcapriofficial,118800,941,10800,346
2,25,original sound - kartriteresort,"indoorwaterpark, kartritedoneright, kartriteresort, monticello, newyork, waterpark",kartriteresort,81800,206,4698,105
3,0,original sound - ingrambates,,ingramaudie,2600000,14100,176100,26800
3,1,bounce (i just wanna dance) - фрози & joyful,fyp,trentonfsatl,158800,18500,46000,1728
3,2,PITCH THAT ASS - MR. OH MY GAWD 😎,,yk.quotezz_,45400,206,3075,62
3,3,som original - AV music,"armwrestling, armwrestle",armwrestlingpage,184700,2137,21100,1099
3,4,son original - denden.yb,,leaelui,423500,2554,30500,1918
3,5,Wassup Gway - Famous Sally & YB,"fyp, wlw, lgbtq, fyp%E3%82%B7",katfayy,315200,435,12600,881
3,6,suara asli - DYREN,,venicewong4u,42700,1131,6965,173
3,7,original sound - Lil Tony Fr,"heart, fyp, ontopmelo, fyp%E3%82%B7, romantolit",ontopmelo__,52100,595,7702,141
3,8,Mama Cry - YNW Melly,"fyp, carringtonhenry, trending, goviral, motivation, motivacional, storytime, shot, bitrthday",carringtonhenry,797900,10800,37900,2525
3,9,original sound - nevaeha,"relatable, @ohnovaeha, gurwm, blowthisup, viralvideo, foryoupage, schoollife, satire, satirecomedy, grwmforschool",neevaeha,75100,1373,8186,153
3,10,original sound - gianna,screentimecontrol,giannamjoyce,194800,1637,56300,1438
3,11,The Months of the Year - 2014 Version - The Kiboomers,,xoteam,45000,246,2524,74
3,12,original sound - Toyy,"sings, friends, paramore, herway, herwaychallenge, presidentdeborahalivilliams, deborahaliwilliams, floptok, flopera",toyyii_,715400,4318,84800,5972
3,13,sonido original - Sosa jhons,,sosajhons,783300,20100,52800,26400
3,14,original sound - ℒ𝒾𝓁𝓎⸆⸉,"@plmakeupacademy, @glowrecipe, @bubble, @lorealparis, @makeupbymarioo, @tarte.beauty, @bossupcosmetics, plouise, plouisemikayla, makeup, grwm_aesthetics, grwmroutine, grwmroutine, grwmmakeup",grwmwithlily8,47800,2626,4170,728
3,15,original sound - JAYLLNN,coffee,realjayllnn,321100,3983,15800,5041
3,16,original sound - WayOfMarkyV,"BookTok, biketok, helmetconfidence, goviral, fyp%E3%82%B7%E3%82%9Aviral, fyp, maskedmen, meme",ghxst.r1d3s,149500,2692,15900,697
3,17,original sound - 🖤,"ddot, @sugarhillddot, ddosama, ddosamaandddot, oy, ddandddot, nottiosama%F0%9F%95%8A, sugarhillddotedits, sugarhillddotedit, sugarhillddot, ddotsugarhill, ddosamaedit, ddosamaedits, ddotedit",booyouslut1,22500,46,2628,136
3,18,الصوت الأصلي - MR BLUE,"stitch, stitchlover, halloween, christmas, tiktok, foryou, explore, collectionstitch, stitchstuff, liloandstitch, stitchandangel, ohana, disney, edits, artdigital, edit",mr.blue.heart,63500,12800,6014,181
3,19,original sound - ElysiumCrux,"zevthetherian, therian, therianthropy, quads, qaudrobics, alt, alternative",zev.the.therian,9799,312,2853,82
3,20,Lovin On Me - Jack Harlow,"fyp, egirl, viral, fakebody",daisybloomss,56600,353,4237,200
3,21,original sound - ANDREYT,"mother, dressup, middleschool, weird, arrested, foryoupage",askandreyt,300900,632,23100,338
3,22,original sound - TYSON,"@sheglam, sheglam, sheglamblush, sheglamliquidfam",nevaaadaa,79500,499,5169,110
3,23,Donk by Beyoncé - ㅤ,"@mothymcmothface, fyp, family",ejayfs,82100,465,4874,77
3,24,original sound - FemaleRap,"fyp%E3%82%B7, viralvideo, blowthisup, zyxcba, makeuplook, sister, stunnagirl",user12k62,313300,4417,33200,2304
3,25,Jealous - <3,fyp,littlemissscorpioo_,456100,3281,34600,940
3,26,original sound - Mama G,,mamag50_6,7500000,16900,624900,23400
4,0,original sound - Nicole,"charmed, charmeddrama, alyssamilano, megaconorlando",n_butte120,45300,6612,6248,2443
4,1,International News - Breaking News,"greenscreen, teenmom, news, celebrity, gossip, television, couple, relationship",createchaosgossip,5257,904,188,445
4,2,original sound - cokepop,"charmed, rosemcgowan, alyssamilano, paigematthews, y2k, 2000s, popculture, foxnews, tatumriley, scream, jawbreakermovie, courtneyshayne, devilintheflesh, debbiestrand, cherrydarling, planetterror, paparazzi, insatiable, amyblue",cocainecowgirl666,14400,344,1463,561
4,3,"Royal palace nobility, gorgeous orchestra - M.S.Music","kingcharles, kingcharlesiii, queencamilla, royals",seventeen,99400,2677,3227,1060
4,4,original sound - Matt Galea | Author,"charmed, shannendoherty, alyssamilano, fyp",mattygaleax,5704,709,600,257
4,5,original sound - Philip,"shannendoherty, hollymariecombs, rosemcgowan, alyssamilano, charmed, alyssamilano, controversy, beautiful, megacon, megaconorlando, phoebehalliwell, charmedones, fyp",ph1lipjr,9960,4169,2034,856
4,6,original sound - Stefano,"shannendoherty, hollymariecombs, alyssamilano, charmed",calabasaswings,110200,3759,7730,2141
4,7,original sound - PIA | Pop Culture Guru,"greenscreen, alyssamilano, charmed, rosemcgowan, shannondoherty, megacon, megaconorlando, fyp",piagetv,73500,2665,3778,312
