batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ESPN,"@wendy.bri, snow, cold",espn,2000000,19900,170800,108600
1,1,Originalton - marinas.poison,"fyp, foryou",imthe_annag,170900,834,13400,98
1,2,so many people using this sound - .,fyp,americarodrz,1300000,8057,112100,70000
1,3,Part of your world Jiafei version - Fabrício Tarden,"roblox, brookhaven, robloxfyp, viral, gamingsetup, floptok, fyp, brookhavenroblox",childeaterroblox,2300000,27100,324800,57600
1,4,MONACO - Bad Bunny,@appleuser57579536,joyful.jules,55300,1548,7596,406
1,5,original sound - ‘,"fyp, transition",_seraphsworld_,39300,213,3754,26
1,6,original sound - mya ★,"piperrockelle, piperrockellebby, piperrockelleedit, txunamy, familadiamond, txunamyedit, edit, capcut, fyp, foryou, foryoupage",pipersluvas,120100,430,13200,268
1,7,popular - the weeknd (edit audio) - IAMPRATHEEK,,kirkiimad,593300,12400,32600,4792
1,8,original sound - doyoucare😐,chesleeaa,chesleeaa,404000,2041,28400,5968
1,9,original sound - Jaden,,jadenrabago,154400,463,10900,1816
1,10,suono originale - cheb9alwa,"fyp%E3%82%B7, ilovemybf, foryou",.iivaehh_,498400,1771,66900,12700
2,0,original sound - selam🦋,"@sofi21325, selam_live, viral, foryoupage, fyp",selam_live,133100,73700,36700,291300
2,1,original sound - Alex,,vaynessvalery,245400,823,41200,6360
2,2,original sound - Put A Finger Down,,jordansmikle,298300,34400,31500,209500
2,3,original sound - Cassie,hasselbackpotatoes,cassyeungmoney,3300000,8203,1200000,127800
2,4,Drilla - Opps & Blocks,"tall, family",marietemara4.0,7528,201,1610,19
2,5,nhạc nền - us.cominghome.99,"cominghome, surprise, soldiercominghome, military, viralvideo, fyp",us.cominghome.99,11200,245,8041,70
2,6,Asn - thsituan._.,,ccabots,202900,4707,124500,3813
2,7,original sound - eminem 😉 >>,"fit, fitness, fittok, fitcheck, outfit, outfitideas, lululemon, eminem, polishgirl, poland, polish",imcocolemonxoxo,66600,776,220300,485
2,8,original sound - ANGRY GRANDMA,"fyp, angrygrandma, comedy, shopping, christmas, viral, trending, makethisviral, funny, hilarious, trynottolaughtiktoktv",angrygrandma18,640200,7558,71600,126200
3,0,Aesthetic - Tollan Kim,"foryou, movieclips, fyp%E3%82%B7",angela_braly,116100,1858,22700,625
3,1,original sound - Rednexican,"petsoftiktok, snakes, animalsoftiktok, fyp, snakesoftiktok, snakelover",azgurl4ever,1400000,11400,52100,6194
3,2,GoodGooglyMooglyyy - Undergroundmusiclover,"mommystwin, googlymoogly, 1monthold",jazlynn.oats,14800000,34800,1100000,240400
3,3,original sound - Ryan 🗣️,"real, boys, men, morning, expierience, real, pain, hard",retardedtheorists,547400,6691,90900,14100
3,4,original sound - my 🧚🏽‍♂️,"foryoupage, hair, edgeband, wakeup, wigs, fyp, jamaicanprincess%F0%9F%87%AF%F0%9F%87%B2",jamaicanprincessa_,118200,651,8046,1065
3,5,original sound - $,fyp,charles.mp3,598600,3392,48300,2317
3,6,"ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME) - DUSTY LOCANE",,whoisreddd,187000,1119,26600,621
3,7,MONACO - Bad Bunny,@vogaitalia,swagboyq,108100,302,3398,87
3,8,original sound - Tammylouiseee,"safe, hotel, mirrors, fyp, genius, viral, foryoupage, tiktok, lunch, hacks, dinner, hacksoflife, cookinghacks, foodcontent, foryourpage, foodlovers, foryou",tammylouiseee,391800,13100,97800,37500
3,9,original sound - The Relationship Hub,"fyp%E3%82%B7, foryou",the.original.kiana,227100,490,16500,1095
3,10,Dream Space - Sped Up - DVRST,"prettyupapp, fakebodyy%E2%9A%A0%EF%B8%8F, fakebodytiktok, fyp",regicu_,348200,341,30200,1158
3,11,original sound - lvrstok,"roblox, fypp, viralllllll, girl, shorts, real, relatable, viral, fyppppppp",leavemealoneimsleeping2,906100,13000,115700,15800
3,12,mario sound - mandycap,"whatiatefordinner, whatieatinaday",carelessmorgann,172800,478,5113,523
3,13,original sound - coopër,"fyp, fyp%E3%82%B7, trending, viral, batman",katoradora,657700,5416,69300,41900
3,14,ig garthchocolate - garthchocolate,,luxury.decor_uk,1100000,9990,140000,54000
3,15,الصوت الأصلي - ديري,"fyp, funnyvideo, funny, trending",_respect.official,1106,6,81,21
3,16,original sound - Jalessa🤍,,theofficial.jale,140600,202,12300,1180
3,17,It's Beginning to Look a Lot like Christmas - Michael Bublé,"fyp%E3%82%B7, blacktiktok, merrychristmas",lilchat62,1600000,33400,128000,69700
3,18,original sound - ALIZA,"inalizawetrust, fyp, hispanicparents",alizasolosu,283100,667,13000,1974
3,19,Ick - Alt Ending - Lay Bankz,"bigbrother, brother, siblinglove, sister, family, love, babiesoftiktok, baby, babies, blackbabies, babygirl, blackbabygirl, momlife, momsoftiktok, samandsalina, fyp, viralvideo, lookalike",salina_sunshine,137800,428,10100,213
3,20,STRIPPING IN THE CLUB HNM MEGAMIX - Roy kk,"fyp, foryou, school",ariasecret.acc,542400,4759,45400,3644
3,21,The Feels - Nightcore - Nightcore Korea,,user12342069911,138400,12000,12700,19000
3,22,original sound - wisdom,,beaahusband,746000,6259,79600,22000
3,23,Fuck Sum - Glokk40Spaz,fyp,aubreyyulla,832200,2790,42600,3442
3,24,Who concerned bro - BangBang,"fyp, viral",sunnychristinaspam,233400,647,13300,3381
3,25,sonido original - Funny’s is going with me,,baby_ok122,625400,1678,37900,3638
3,26,original sound - Goldenfilmz🎞🌼,,nikadiwa,161100,897,13400,988
4,0,I Wouldnt Mind - ♱,"fyp, couple, foryoupage, viral, couplegoals, trending, @emilylou.xoxo",emilyylouu1,632300,2107,33000,8801
4,1,original sound - Mami Onami,"grossmom, millennialcringe, millennialmom",mami.onami,131600,795,7839,1195
4,2,original sound - whoisonika,fyp%E3%82%B7,keianii._,147400,134,6500,440
4,3,original sound - RUN DEZZO,"fyp, @cynthiaa_456",alexnxxxxx,322100,574,31900,3687
4,4,original sound - 🎼,"@bffspod, @grantbeyer",barstoolsports,86800,500,3336,208
