batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ®️ Louieveegang💙,@louieveemoonteenmoonfam,louieveedee,296200,1565,20200,718
1,1,original sound - YSK Podcast 🎙️,"yskpodcast, youshouldknowpodcast",yskpodextra,362700,3653,23900,462
1,2,original sound - Weird Ryan,"toilet, candy, food, eating, asmrfood",weirdryanstuff,15700,16600,3146,758
1,3,original sound - 🍄🦊*°Fern°*🦊🍄,"capcut, capcut, nc, therian, foryou, fypp, fyppppppppppppppppppppppp, fyp, fyp%E3%82%B7%E3%82%9Aviral, northcarolinatherians, fyp%E3%82%B7, theriancommunity, theriantiktok, therianmask, theriangear, northcarolinatherian, therianthropy, therianpride, support, naturelove, nature",wild._fern,805,52,115,2
1,4,original sound - Elroy Red Beard,"fyp%E3%82%B7, foryou, foryoupage, fyp, fy, indiana, waaaygood, everydayfunday, pinkysup, jasonwhatareyoudoing, ayoooo, longervideos",elroyredbeard,1100000,31900,90900,106500
1,5,Monkeys Spinning Monkeys - Kevin MacLeod & Kevin The Monkey,"foryourpage, fyp, viralvideo",callme_manny,4400000,16500,614300,62500
1,6,الصوت الأصلي - ديري,"fyp, funnyvideos, funny, trending",_funny.official,898,3,57,10
1,7,The Months of the Year - 2014 Version - The Kiboomers,,xoteam,45000,246,2524,74
1,8,original sound - Jay,"diamantblazi, seckoff, kobeshoes",diamantblazi,187400,2438,13700,1409
1,9,Astronaut In The Ocean - Masked Wolf,"hack, vaseline, hack",leprestige92,2900000,23100,778700,122400
1,10,original sound - Mary Cooper,"youngsheldon, youngsheldontok, georgiecooper, missycooper, raeganrevord, montanajordan",marycooperfan3,11900,80,1441,41
