batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - Pip_Peep_Williams,"fyp, viral, relatable, xyzbca, trending, viraltiktok, foryourpage, weluvujosh",weluvu.josh,1100000,10100,94200,25400
1,1,Meow - Dust☆,,brentrivera,253000,573,14300,1395
1,2,original sound - The Martin Family,"parentcomedy, boymom, parentsoftiktok, boydad, fyp",officialmartinfam,4800000,25100,218000,76400
1,3,UKRAINE - Jay Hound & Jay5ive & SweepersENT,,shafar_sjc,58700,407,2685,1103
1,4,original sound - David Prince,"wife, comedy, viral, fyp",davidprinceofficial,796600,4145,54500,23200
1,5,original sound - Shlatfish,,shlatfish,1600000,4543,158700,32100
1,6,origineel geluid - cutestnalish,"nalish, salishnidal, foryoupage, makethisblowup, edits, cute, @nidalwonderr_",cutestzaynie,52700,113,3609,64
1,7,original sound - Harleycraig19,,urbaewinnie,81500,191,9522,364
1,8,original sound - Wyful,"fortnite, fyp",wyful,6879,75,1439,45
1,9,Mio Mao La La La La La - DJ Bombompret,"cutedoglife, dogsoftiktok, petsoftiktok",coton_kiwi,148200,736,11000,1342
1,10,Originalton - Die_OpBros,"@die_opbros, aftereffects, vfx, transiciones, transitions, bearsoftiktok, dragonball, ginyu",villobear,1500000,14800,88100,34000
2,0,Love Grows (Where My Rosemary Goes) - Sonny Tennet,recovery,paulieepaull,41500,1812,2622,50
2,1,original sound - ihyevoxkz,,evoxkz,424200,3075,67800,9466
2,2,original sound - Sethtraction,"markiplier, trending, 2024, 2023, 2022, fyp, foryoupage, fypage, youtube",markiplieroftiktok,103500,1959,15400,261
2,3,original sound - Didios,"boys, randomfacts, advice",didiios,698000,43900,86800,269400
2,4,original sound - Ghost,,ghosst.soae,11200,144,2143,964
2,5,original sound - GoofyCredits,"mall, rizz, askingout, real, fyp, fyp%E3%82%B7, viraltiktok",goofyahcredits,127900,348,10800,588
2,6,original sound - LIL TROY,"fyp, mystery, gift, swagboyq",swagboyq,266200,725,16100,374
2,7,nhạc nền - Meme!,,memescute_usa,835500,7418,145800,14700
2,8,original sound - Andydrew,"fyp, fyp%E3%82%B7, foryou, yxzcba, relatable, funny, skibi, manxman, what, whatsbrodoing, fypage, imbatakum, coem, coems%F0%9F%A4%91, discord",averageformost,463000,5668,72200,11600
2,9,Look At Me! - XXXTENTACION,"cold, coldestmoments, viral, fyp",locatedq,87600,436,12400,442
2,10,original sound - 🥶Cold Eis🧊,"coldeis, coldest, virall, fyp, foryou, fyp%E3%82%B7%E3%82%9Aviral, fyffyp%E3%82%B7%E3%82%9Aviral, coldestmoments",eis_coldest_moments_2,162500,1809,28800,2458
2,11,original sound - Viskint,"texts, textingstory, minecraftparkour, texting, textingstories, mom",viskint,58800,653,6344,937
2,12,original sound - Nathan Kessel,"@cerave, cerave, ceravepartner",kessel_nathan_official,3900000,9043,66200,80100
2,13,original sound - Mya🐐⭐️,"flipphone, hangup, funnyvideo, skit, joke, fyp%E3%82%B7",myaspence_,987300,3283,142600,4493
2,14,original sound - Goosebumpa69,"fyp, cheese, driveby, funny, viral, lol",goosebumpa69,483700,3605,32600,18300
2,15,Lady Gaga on a Drill beat by Dixon95 - Marco Borghi,"@poloboy, %D0%B4%D0%BE%D0%BC%D0%BE%D0%B9%D0%B248, %D0%B4%D0%BE%D0%BC%D0%BE%D0%B9%D0%B2%D0%BA%D0%BE%D1%84%D0%B5",senseisanek,323900,4513,31000,11100
2,16,suara asli - xxContenRandom,"@brianna, masukberanda, fypage, brianna",r4nd0mc0nt3n,202100,56100,58700,19900
2,17,original sound - UFO Fanatics,"ufos, ufotruth, ufohunter, ufosighting, ufosightings, ufofiles, ufology, ufologia, ufo, ufocatcher, ufohunters, ufovideo, ufonews, alienhistory, alientech, aliens, alienmystery, alien",ufozones,686100,7700,51800,9043
2,18,original sound - Marwan Ready,"liltay, liltayedit, liltayedits, andreaespadatv, theroyalfamily, fyp%E3%82%B7",marwanready02,90700,515,16800,799
2,19,original sound - KEEMOKAZI,,keemokazi,342200,1667,23100,904
2,20,popular the weeknd slowed - xxtristanxo,,kirkiimad,260000,1881,17100,3115
2,21,original sound - #getactive🫵🏾,"tommytheclownedit, fyp%E3%82%B7, tommytheclownn, ifollowcommunityguidlines, tsquadedits, ladyktsquad, ladyktommy, ladyktommytheclown%F0%9F%92%95, lineitup",_tsquaddeditz,81100,320,11900,388
