batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ®️ Louieveegang💙,@louieveemoonteenmoonfam,louieveedee,297100,1571,20300,720
1,1,original sound - Collins Country,"2%F0%9F%A4%AF, diy, hometheater, basement, construction, basementrenovation, builder, dreamhome, renovation, homeimprovement, wow, goals, carpenter, interiordesign, buildit",collins.country,642300,10600,97500,93300
1,2,original sound - mizura_jesica,"povs, pov, satisfying, funny, craft, usa, foryou, diy",mizura_jesica,26500,9157,8746,1414
1,3,original sound - haleyybaylee,"@goldenglobes, goldenglobes",haleyybaylee,1200000,2554,45400,2814
1,4,original sound - Shania Muhammad,"smartgirlshania, 16yearoldteacher, blackhairtiktok, blowthisup, blackteachers, locs",smartgirlshania,1400000,15400,77300,22600
1,5,Shotta Flow 7 - NLE Choppa,"fyp, swagboyq",swagboyq,436500,1946,26900,2255
1,6,Džanum - aysheeXD Remix - KlaizeeXD,"softwareengineer, csmajor, auditorium, professor, university, class, classmate",codewithclaude,203900,197,15400,323
1,7,runaway kanye west - 𝐰𝐢𝐥𝐥 🏎️🏁,,montanaandryan,265500,388,6653,501
1,8,original sound - Hazel and Capri,,hazelandcapriofficial,118800,941,10800,346
2,0,original sound - Naruto 20,onthisday,naeemtherapper,89,7,14,0
2,1,original sound - SIMJI,@roblevel,simjiofficial,82700,177,4010,101
2,2,original sound - Vincent henry,family,vicent_henry,61100,434,7060,2443
2,3,original sound - Kcstauffer,,kcstauffer,113400,500,6271,489
2,4,Candyman (Ultimix Mixshow) - Christina Aguilera,"fyp, nflfootball, chiefs",thosereallycoolbffs,4300000,43700,666100,121100
2,5,original sound - Kim,"teachersoftiktok, fyp%E3%82%B7",journeyofk_,397100,1456,12900,845
2,6,original sound - Thomas wu,,infamous_wu13,73500,434,6678,61
2,7,Love You So - The King Khan & BBQ Show,"@nazgotstacks3k, allstar3k, roblox, fyp, foryou, robloxfyp",allstar3k4l,34000,381,6912,147
2,8,original sound - Matthew and Ryan,"prank, funnyvideos, reaction, couplestiktok",matthewandryanuk,83800,402,5159,399
2,9,It's Tricky - RUN DMC,,drewdirksen,288600,236,6729,388
2,10,Pony - Ginuwine,fakescenarios,maureese.eugenio,860800,6691,87900,5447
2,11,original sound - Angelo Bahu,,yoangelolo,7885,50,573,3
2,12,original sound - S⃞    I⃞    T⃞    H⃞,,ustink49,72800,230,4428,168
2,13,original sound - Wyful,"fortnite, fyp",wyful,102200,717,18000,1111
2,14,IT GIRL x HOLLABACK GIRL by ALTÉGO - ALTÉGO,,_thescottfamily,629000,1598,37000,14500
2,15,original sound - Aj • #1 milf lover,"andreaandlewis, coupletok",andreaandlewis,48700,50,1572,123
2,16,original sound - Trulee Rodney,"curlyhair, relatable",trulue,772500,5380,49800,1470
2,17,original sound - canabizzbrian,,addishawofficial2.0,32000,80,607,66
2,18,original sound - Kriss&Esme,"birthdaymakeup, grwmbirthday, birthdaygrwm, makeuproutine, favoritemakeuplook",krissleos,129400,1335,10800,216
2,19,original sound - Paddington,"bringitonfighttothefinish, movie, dance, tiktok, fyp",paddianym56,303500,398,27200,436
2,20,Fuq My BD - HP,,theehannahpoole,488800,784,22200,1332
2,21,original sound - Jaden,,jadenrabago,74900,193,7830,64
2,22,original sound - brindizzle riz,"fyp, foryou, couplegoals, couplethings, bestfriend, relationship, @lukeeisnerofficialtiktok, @allieg365",kirby_j,259399,1045,9276,2640
2,23,original sound - anyaforgerpovs,"povseries, satisfying, usa%F0%9F%87%BA%F0%9F%87%B8, diy, fyp, craft, foryou, fyp%E3%82%B7",anyaforgerpovs,14100,4420,4877,1296
2,24,My Love Mine All Mine - Mitski,"lovelockbridge, savannah, georgia, andreaandlewis, dateideas",andreaandlewis,212400,437,11900,1288
2,25,orijinal ses - caner,"couples, inlove, takealookofmygirlfriend, interracialcouple, cutecouples, relationship",vernice_wats,15100,226,307,55
2,26,The Mop - TisaKorean & Kblast & Huncho Da Rockstar,"fyp, fyp%E3%82%B7, sofiachicorelliserna",sofia.chicorelliserna,74000,840,9608,305
2,27,Santa Tell Me - ⭐️,@lexibrookerivera,likenastya,78100,2808,8407,427
3,0,original sound - ESPN,"spongebob, fumble, superbowl, chiefs, 49ers, patrickstar",espn,500800,1806,39900,31900
