batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - REEKON Tools,,reekontools,641200,3861,105300,77600
1,1,original sound - sharko,"fyp, fypages",eli_unique_,174700,2731,17800,3264
1,2,original sound - Soraya,"@dfyne.official, micdupworkout, micdup, gluteworkoutsforwomen, glutesworkout, fyp, glutesworkout",soraya.mai,171800,178,54800,1064
1,3,original sound - Chris and jasmin,"giveaway, cash, fyp, viral, trending",chrisandjasmin,63200,2064,6253,1729
1,4,Find Me Here (Blessings Find Me) - Sherwin Gardner,"autismparent, autismparenting, autismjourney, autismmomlife, autismsupport, autismstrong, autismmommy, autismspeaks, autismparenting, understandingautism, autismcaregiver, autismmama, nonverbalautism, nonverbalcommunication, proudmoms, proudmommoment, dopemom, momsupportingmoms, specialneedsfamily, specialneedssupport, caregiversupport, caregivertips, caregiverstress, caregiverburnout, momburnout, parentingsupport, specialneedsawareness, specialneedsfamilies, specialneedssupport, burnoutrecovery, burnoutprevention, burnoutsymptoms, burnoutcoach, lifestylestrategist, caregiverlife, caringforkids, caregiverlife, inhomecare, disabilityadvocate, disabilities, downsyndromelove, extrachromosome, heartwarrior, medicallycomplex, cerebralpalsykids, handicapable, parentingtogether, parentingwisdom, parentingstruggles, stressrelieftips",nakitanelson_,225000,1841,5789,1059
1,5,O PARTY SUGARHILL KEEM VERSE BASS BOOSTED - 🗣️🗣️,"roblox, sugarhillkeem, hoodgame, fyp, robloxnyc, robloxhood, robloxstory, robloxhoodgame, robloxkid, robloxgames, dahood, robloxgamestoplay, robanger, hoodgamesroblox",undeadbusiness,90500,1229,20100,2917
1,6,original sound - 🦋,,kaylee_payment1021,4400000,9332,307200,81600
1,7,Bécane - A COLORS SHOW - Yamê,,shafar_sjc,5016,40,282,9
1,8,оригинальный звук - scar1exa,,infamous_wu13,62900,10900,6955,86
1,9,I Want U - Genshin,"alwaysnforever%E2%9D%A4%EF%B8%8F%F0%9F%A5%B0, myotherhalf%E2%9D%A4%EF%B8%8F",alicia_091419,12100,273,854,224
