batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,I Wouldnt Mind - ♱,,localadeline1,2100000,34300,127700,6881
1,1,original sound - 𝙹 𝙾 𝚈 𝙲 𝙴 𝙻 𝙸𝙽 💋,"serverlife, serverproblems, servertiktok, servers",lujanojoyce,146400,0,22000,847
1,2,I Got 5 On It - Tethered Mix from US - Michael Abels & Luniz,"creepy, horror, scary, spooky, haunted",spooky.states,288500,4025,65200,14300
1,3,الصوت الأصلي - ⚔️ ابو جودت 👮🏻‍♂️.,,zadz_991,7103,194,1183,764
1,4,الصوت الأصلي - محمد ـالهاجري♡,"%D8%A7%D8%AE%D9%88%D8%A7%D9%86%D9%8A, %D8%A7%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%B1, explore, ex, fyp%E3%82%B7, @tiktok",v_5qt,6808,57,1866,297
1,5,الصوت الأصلي - ستـ♥̨̥̬̩وريآإتـ♥̨̥̬̩ آإلخآإل,"%D8%A7%D8%AE%D9%88%D8%A7%D9%86%D9%8A_%D8%A7%D9%84%D9%84%D9%87_%D9%8A%D8%AD%D9%81%D8%B8%D9%87%D9%85, %D9%81%D9%88%D9%84%D9%88%F0%9F%99%8F%F0%9F%8F%BB%D9%84%D8%A7%D9%8A%D9%83%E2%9D%A4%EF%B8%8F%D8%A7%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%B1%F0%9F%99%8F%F0%9F%8F%BB%F0%9F%8C%B9%F0%9F%92%AB, %D9%85%D8%AC%D8%B1%D8%AF________%D8%B0%D9%88%D9%88%D9%88%D9%88%D9%88%D9%88%D9%82%F0%9F%8E%B6%F0%9F%8E%B5%F0%9F%92%9E, %D8%AA%D8%B5%D9%85%D9%8A%D9%85_%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA%F0%9F%8E%B6%F0%9F%8E%A4%F0%9F%8E%AC, %D8%B3%D8%AA%D9%88%D8%B1%D9%8A%D8%A7%D8%AA, %D9%87%D8%A7%D8%B4%D8%AA%D8%A7%D9%82%D8%A7%D8%AA_%D8%AA%D9%8A%D9%83_%D8%AA%D9%88%D9%83, %D8%B9%D8%A8%D8%A7%D8%B1%D9%84%D8%AA%D9%83%D9%85%F0%9F%93%8C%E2%9D%A4",talebahmad251286,25100,246,2857,7176
1,6,الصوت الأصلي - (منيره) دعوات الكترونيه,"%D8%A3%D8%AE%D9%8A, %D8%A3%D8%AE%D9%8A_%D8%B3%D9%86%D8%AF%D9%8A, %D8%A3%D8%AE%D9%8A, %D8%A3%D8%AE%D9%8A",nijmah_mohmad,12100,340,817,19600
1,7,الصوت الأصلي - المستشار / فؤاد خالد غنيم,"@youssefali62r, %D8%A7%D9%84%D8%B4%D8%B1%D8%B7%D8%A9, %D8%A7%D9%84%D8%AD%D8%B1%D8%A8%D9%8A, %D8%AA%D8%AD%D8%B1%D9%8A%D8%A7%D8%AA, %D9%85%D8%AD%D8%A7%D9%85%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D9%88%D9%81%D9%8A%D8%A9, %D8%A7%D9%84%D9%81%D8%A4%D8%A7%D8%AF_%D9%84%D9%84%D9%85%D8%AD%D8%A7%D9%85%D8%A7%D9%87_%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A%D9%87, explore, cupcut, %D9%81%D9%84%D9%8A%D9%83%D8%B3, %D9%85%D8%B4%D8%A7%D9%87%D9%8A%D8%B1_%D8%AA%D9%8A%D9%83_%D8%AA%D9%88%D9%83, %D8%A7%D9%84%D8%AD%D8%B1%D8%A8%D9%8A%D9%87%F0%9F%A4%AD%E2%9D%A4%EF%B8%8F, %D8%A7%D9%84%D9%85%D9%86%D9%88%D9%81%D9%8A%D9%87_%D8%B4%D8%A8%D9%8A%D9%86_%D8%A7%D9%84%D9%83%D9%88%D9%85",fouadkhaledghonei,1857,204,115,25
1,8,الصوت الأصلي - ودالبــــروف | wd albroff ✪,"capcut, wd_albroff, %D9%88%D8%AF_%D8%A7%D9%84%D8%A8%D8%B1%D9%88%D9%81, sudan, %D8%AD%D8%A7%D9%84%D8%A7%D8%AA_%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8_%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D8%A9, %D8%A7%D8%BA%D8%A7%D9%86%D9%8A_%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D8%A9, %D8%AA%D8%B5%D9%85%D9%8A%D9%85_%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA%F0%9F%8E%B6%F0%9F%8E%A4%F0%9F%8E%AC, %D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D8%B2_%D8%AA%D9%8A%D9%83_%D8%AA%D9%88%D9%83, %D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85_%D9%88%D8%AF_%D8%A7%D9%84%D8%A8%D8%B1%D9%88%D9%81%F0%9F%91%8C, %D8%A7%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%B1, sudanese_, sudanese_tiktok, %D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86",wd_albroff,12500,132,2666,2156
1,9,الصوت الأصلي - الجادل🦌.,,bqtr1122,2745,78,695,302
1,10,الصوت الأصلي - (منيره) دعوات الكترونيه,"%D8%A7%D8%AE%D9%8A_%D8%B3%D9%86%D8%AF%D9%8A, %D8%A7%D9%84%D8%BA%D8%A7%D9%84%D9%8A, %E2%9D%A4%F0%9F%8C%B9%E2%9D%A4%F0%9F%8C%B9%E2%9D%A4%F0%9F%8C%B9%E2%9D%A4%F0%9F%8C%B9%E2%9D%A4, %F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9%F0%9F%A4%A9, %F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2%F0%9F%A4%B2",vidyoohatmotanawi3a,9530,299,801,21900
1,11,الصوت الأصلي - ياسر بن احمد⚖️,%D8%A7%D9%84%D9%8A%D9%88%D9%85_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A_%D9%84%D9%84%D8%A3%D8%AE,y225s,12400,276,3790,3013
1,12,الصوت الأصلي - حجاج العجمي ㋡,"%D8%A7%D9%84%D8%B4%D9%8A%D8%AE_%D8%AD%D8%AC%D8%A7%D8%AC_%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%F0%9F%A4%8D, %D8%AD%D9%84%D8%A7%D8%AA_%D9%88%D8%A7%D8%AA%D8%B3, %D8%A7%D8%B3%D8%AA%D9%88%D8%B1%D9%8A%D8%A7%D8%AA, %D8%A7%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%B1, fyp, capcut",ali.al.hassan.2,14900,340,4160,7751
