batch,index,music,hashtag,author,likes,comments,shares,saves
2,1,original sound - 👨‍🍳 لينجويني 👨‍🍳,"%D9%84%D9%8A%D9%86%D8%AC%D9%88%D9%8A%D9%86%D9%8A_%D9%85%D8%B5%D8%B1, %D8%A7%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%B1, billieeilish, bellapoarch, usa, music, song, viral, funny",linguini,903200,6845,71800,1938
2,3,THIS YEAR (Blessings) (Remix) - Victor Thompson & Gunna & Ehis 'D' Greatest,"grwm, dad, son, family, morningroutine, skincare, trending, fyp, 4u, love, lifestyle",lilhuhofficial,398900,1018,22700,1401
3,4,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,"foryou, transition, trend",lala_sadii,205600,1163,16500,390
3,6,sonido original - halo,"diamantblazi, seckoff, bball, basketball, fyp, dance, gamewin, gameday, viral, foryou, trend, floridabasketball, florida, usa, usabasketball, trio, dunk, sportstiktok",diamantblazi,40000,298,1853,133
3,8,original sound - 🎀Berklie🎀,"relatable, viral, fyp, trending, trend, ginger, redhead",berklie..weaver,101200,1163,9475,262
4,2,original sound - TheMacaulleys,"fyp%E3%82%B7, trending, viral, couple, couplegoals, love, boyfriend, themacfamily",__themacfamily__,61400,251,3362,173
4,7,original sound - spo6kzie,"trend, @sari_sadi",lala_sadii,236100,2450,22200,860
4,8,Hellcats SRTs - Sexyy Red,"thanksgivingvibes, thanksgivingdinner, gocrazy, fyp, fypage, funny, dance, tacobell, dance, meme, memestiktok, kids, abcxyz, art, funnyvideos",popcornparty100,4600000,19900,298000,66500
4,14,original sound - Amyah💕,"fyp, tiktok, familyflawsandall, tiktokchallenge, rewindablemoments, blowthisup, amyah_bennett, aj, viral, viraltiktok, fypage, trend, notamyahh%F0%9F%92%95",amyahh_bennett,102300,477,17900,353
4,18,Water - Tyla,"@jentzenramirez, fyp, dance, viral, waterdancechallenge",ellianawalmsley,122300,533,5325,172
