batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Creepy horror sound - TOKU SPACE MUSIC,"facts, randomfacts, curiosity, learnontiktok, factsyoudidntknow",learndailyy,257600,27800,25600,194300
1,1,original sound - Gavin.kernstinee,igmirandahhmarie,mirandahshaul,404700,1707,43600,6983
1,2,original sound - ESPN,"@wendy.bri, snow, cold",espn,2000000,19800,170700,108600
1,3,original sound - The Relationship Hub,"mianwaylon, trend, couplegoals",mianwaylon,17500,39,760,57
1,4,original sound - Medazelli Automatic ☔️,,medazelli.automatic,53500,215,8996,698
1,5,original sound - The preppy three🌸,,yammeislitt,1036,16,75,3
1,6,original sound - FEELS,"duo, dance, nz",austintaylorrrr,202700,824,12300,455
1,7,nhạc nền - Thegoat_Spizee,"asmr, mukbang, food, couple, mukbangvideo, takip, muk, challenge, spicy, fyp, viral",thegoat_spizee,196500,1844,22300,1440
1,8,original sound - Jack Doherty,jackdoherty,jackdoherty,65500,1141,3893,216
1,9,Hurts Me (Alone At Prom) - Tory Lanez,"@5starrmalakai, bladeball, fyp, roblox, fyp%E3%82%B7, foryoupage",.zovaxr,7599,163,810,11
1,10,original sound - Kurdish_dldar,,dldar261,119200,1210,25600,2684
2,0,original sound - dabaddest,"fyp, foryou, viral, relatable, lulu, real",theactualhana,239400,4516,26500,2729
2,1,original sound - KEEMOKAZI,,keemokazi,506100,2036,39800,820
2,2,original sound - Funny Ai Edits,"fyp, aipeppapig, peppa, peppapig, funny, peppapigai, tiktok",funny.ai.edits,168200,2197,29600,4130
2,3,original sound - I LOVE JESUS,"jesus, divinesanctuary, jesuslovesyou, messagefromgod, valentine, reppnforchrist, america",lovejesusdaily,124600,39000,34100,9099
2,4,original sound - Masons View,,gav_garcia,4819,27,251,11
2,5,original sound - Queen Beast,"foodie, mukbang, fyp, foryou, foryoupage, viral, homemade, eatingshow, foodtiktok, innout, innoutburger, inandout, viralfood",queenbeastofficial,13500,228,1591,113
2,6,Element 7 (蓝硬硬 Remix) - 蓝硬硬,"fyp, foryoupage, food, eating, costco, costcofinds, costcosamples, noodles, chicken, burger, fries, dinner, whatieatinaday",kimnlizasmr,95400,238,5220,128
2,7,original sound - billy,"party, birthday, sleep, bedtime",billyvsco,202400,1077,17800,3843
2,8,original sound - Trinwoahhh,"fyp, foryoupage, 360waves, asawaver",trinwoahhhh,79000,231,5163,185
2,9,dance the night away sped - 💗 S O U N D S 🐆,"@amelia.auvs, floras0ra, floraranya, ehs, berryavenue, lululemon, outfitcodes, jointoday, fun, quality, robloxgameplay, roblox, berryave, ave, amberry, robloxedits, grwm, fyp",audsvue,5385,1313,954,26
2,10,original sound - coopër,"darkness, bane, batman, mask, gf, fy, fyp",matejolivka,112200,630,10400,5236
2,11,original sound - ChefPierce 👨🏾‍🍳,fyp,chefpierce,111000,678,18200,925
